mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
1380456,3.9,6.32,8.77,10.73,C
1380459,2.69,5.63,10.79,15.91,A
1380460,3.53,6.94,13.64,19.21,A
1380461,2.55,4.94,9.46,13.03,A
1380462,4.72,8.89,17.73,26.92,C
1380463,,,,,
1380464,5.39,10.78,21.27,31.86,B
1380465,5.38,10.7,21.04,31.63,B
1380467,4.94,9.47,19.28,29.46,C
1380468,4.99,9.95,20.02,30.33,B
1380469,4.63,8.32,18.16,28.16,C
1380470,4.83,8.43,18.59,29.01,C
1380472,1.9,3.65,7.15,10.65,A
1380476,5.33,10.38,21.03,31.98,B
1380477,5.39,10.62,21.3,32.1,B
1380478,5.47,10.93,21.8,32.68,B
1380481,,,,,
1380483,4.4,8.4,16.4,24.66,C
1380484,3.09,6.23,10.84,13.64,A
1380485,3.93,7.85,13.67,18.92,A
1380486,2.99,6.74,13.32,17.99,A
1380487,3.03,6.54,13.21,19.0,A
1380488,4.88,9.1,17.15,25.23,C
1380489,4.45,8.26,15.78,23.27,C
1380491,3.5,7.07,14.41,21.6,A
1380494,4.5,9.0,17.66,26.16,B
1380495,4.5,9.0,17.66,26.16,B
1380496,4.76,8.26,13.78,19.31,B
1380497,4.75,9.5,19.0,28.5,B
1380498,5.0,9.25,17.75,26.25,B
1380499,5.0,9.25,17.75,26.25,B
1380500,4.28,8.49,16.61,23.89,B
1380501,4.34,8.67,17.3,24.99,B
1380502,5.5,11.0,21.99,32.99,B
1380503,5.16,10.4,20.93,31.36,C
1380504,5.48,10.94,21.71,32.44,B
1380505,4.51,9.0,17.98,26.97,B
1380506,4.75,9.5,19.0,28.5,B
1380507,4.75,9.5,19.0,28.5,B
1380512,5.25,9.62,18.12,26.22,B
1380515,3.02,6.25,12.76,19.27,A
1380518,3.45,5.57,7.18,7.29,D
1380519,3.37,6.69,13.36,20.37,B
1380520,5.31,10.33,20.79,31.09,C
1380521,5.31,10.35,20.83,31.15,C
1380522,2.95,5.52,10.6,15.4,A/D
1380523,3.87,5.45,7.95,10.45,B
1380525,1.97,4.06,9.41,14.74,A
1380526,2.25,4.5,6.75,8.75,A
1380527,2.86,4.13,6.68,9.18,A
1380528,,,,,
1380532,4.92,9.0,17.67,27.95,D
1380533,4.04,8.07,16.74,26.44,C
1380534,4.29,8.46,16.66,24.86,B
1380535,3.9,6.32,8.77,10.73,C
1380536,3.5,6.8,13.12,16.62,A/D
1380539,2.55,4.94,9.46,13.03,A
1380540,4.53,7.79,9.22,9.22,D
1380541,3.24,6.48,13.08,20.45,C
1380543,3.53,7.45,14.54,19.34,B
1380544,5.25,9.18,15.64,21.14,B
1380545,4.25,8.5,16.82,22.32,B
1380546,4.25,8.5,16.82,22.32,B
1380547,3.21,6.48,13.06,19.56,C
1380548,1.84,3.59,6.36,9.13,A
1380549,5.46,10.93,21.64,32.11,B
1380550,5.49,10.97,21.68,32.16,B
1380552,3.58,6.95,12.65,15.72,B
1380553,3.51,6.83,12.49,15.63,B
1380554,,,,,
1380555,3.01,4.99,4.99,4.99,D
1380558,4.5,9.44,19.44,29.44,B
1380559,4.75,9.71,20.07,30.57,B
1380560,5.21,10.43,20.74,30.86,B
1380561,5.21,10.43,20.74,30.86,B
1380562,3.89,7.08,10.87,11.68,C
1380563,4.51,9.0,17.98,26.97,B
1380564,,,,,
1380567,5.02,9.24,19.08,29.53,C
1380568,2.34,6.08,11.94,15.44,B
1380569,2.75,6.16,11.24,14.24,B
1380570,3.94,7.77,13.53,18.52,B
1380571,4.4,8.4,13.65,15.14,C
1380572,4.67,8.59,13.76,15.9,C
1380573,4.4,8.7,15.23,18.61,C
1380574,4.56,8.66,13.33,17.15,C
1380575,4.01,7.01,12.99,18.93,A
1380576,5.08,9.21,18.06,28.5,D
1380577,5.23,9.75,17.69,27.69,C
1380578,5.34,9.08,16.58,25.38,C
1380579,3.01,6.02,12.5,19.04,A
1380580,3.24,6.47,12.94,20.36,A
1380581,4.25,8.42,14.96,20.46,A
1380582,4.93,9.62,17.71,25.24,A
1380583,4.92,9.0,17.67,27.95,D
1380586,4.32,8.51,16.97,25.48,B
1380587,4.35,8.7,17.27,25.59,B
1380588,4.29,8.46,16.66,24.86,B
1380589,4.41,8.82,17.78,26.79,B
1380591,2.75,5.94,12.44,16.54,A
1380592,5.07,9.98,20.86,31.86,C
1380593,4.72,8.89,17.73,26.92,C
1380594,5.07,10.26,21.26,32.26,C
1380595,4.97,9.61,20.23,31.22,C
1380596,,,,,
1380598,,,,,
1380599,4.94,9.47,19.28,29.46,C
1380600,4.99,9.95,20.02,30.33,B
1380601,1.25,2.5,5.0,7.5,A
1380602,4.63,8.32,18.16,28.16,C
1380603,4.83,8.43,18.59,29.01,C
1380604,4.5,8.3,12.3,16.3,C/D
1380608,5.44,10.88,21.75,32.63,B
1380610,1.8,3.68,7.42,11.12,A
1380611,1.99,4.16,8.39,12.06,A
1380612,1.79,3.79,7.89,12.67,A
1380613,,,,,
1380614,3.1,5.98,11.76,17.53,A
1380615,3.75,7.49,14.98,22.5,B
1380616,3.8,7.3,14.3,17.38,A
1380617,,,,,
1380619,2.0,4.0,8.0,12.0,A
1380620,5.08,9.21,18.06,28.5,D
1380621,5.34,9.08,16.58,25.38,C
1380622,3.01,6.02,12.5,19.04,A
1380623,3.24,6.47,12.94,20.36,A
1380624,4.92,9.0,17.67,27.95,D
1380626,2.88,5.13,9.63,14.13,A
1380629,5.07,9.98,20.86,31.86,C
1380630,4.72,8.89,17.73,26.92,C
1380632,3.57,7.24,17.56,28.42,B
1380633,3.43,6.6,15.15,26.46,B
1380634,4.94,9.47,19.28,29.46,C
1380635,4.83,8.43,18.59,29.01,C
1380641,1.8,3.68,7.42,11.12,A
1380642,1.8,3.68,7.42,11.12,A
1380643,1.99,4.16,8.39,12.06,A
1380644,2.83,6.58,12.52,18.02,A
1380646,,,,,
1380648,3.1,5.98,11.76,17.53,A
1380649,,,,,
1380650,4.25,8.92,18.92,28.92,B
1380651,5.21,10.43,20.74,30.86,B
1380653,3.75,7.49,14.98,22.5,B
1380654,5.23,10.33,20.31,30.3,B
1380657,5.45,10.45,20.45,30.45,B
1380658,4.25,7.75,14.75,18.53,A
1380659,4.51,8.99,17.6,26.45,C
1380660,,,,,
1380661,4.97,9.94,19.18,28.63,B
1380662,4.41,8.57,16.12,19.06,C
1380663,3.5,6.5,12.5,18.5,A
1380664,3.01,6.02,12.5,19.04,A
1380665,3.24,6.47,12.94,20.36,A
1380666,4.92,9.0,17.67,27.95,D
1380667,4.25,8.14,14.64,21.14,A
1380668,4.25,8.14,14.55,20.85,A
1380669,2.88,5.13,9.63,14.13,A
1380671,5.07,9.98,20.86,31.86,C
1380673,4.9,8.9,17.27,22.64,C
1380674,3.57,7.24,17.56,28.42,B
1380675,3.43,6.6,15.15,26.46,B
1380676,4.94,9.47,19.28,29.46,C
1380681,2.0,4.0,8.0,12.0,A
1380682,1.8,3.68,7.42,11.12,A
1380683,1.99,4.16,8.39,12.06,A
1380684,2.75,6.5,13.37,22.37,B
1380685,,,,,
1380731,3.94,7.24,8.54,9.03,C
1381182,4.66,9.16,18.16,26.56,C
1381229,,,,,
1381230,3.25,7.0,14.5,22.0,B
1381231,3.25,6.75,13.75,20.47,B
1381232,3.92,7.69,14.98,22.04,B
1381233,3.27,6.06,10.33,14.51,B
1381234,4.4,8.4,16.43,24.93,C
1381235,4.4,8.4,16.4,24.66,C
1381236,3.75,7.14,11.48,14.98,A
1381237,3.93,7.62,13.35,17.55,A
1381238,,,,,
1381239,4.88,9.1,17.15,25.23,C
1381240,4.45,8.26,15.78,23.27,C
1381241,4.5,9.0,17.71,26.21,B
1381242,3.57,7.32,14.82,22.32,A
1381243,3.75,7.38,14.45,20.0,B
1381244,3.75,7.36,14.45,18.96,B
1381245,3.7,7.2,14.2,19.27,B
1381246,4.5,9.0,17.66,26.16,B
1381247,4.5,9.0,17.66,26.16,B
1381248,4.5,9.0,17.66,26.16,B
1381249,4.9,9.65,19.15,28.65,B
1381250,4.75,9.5,19.0,28.5,B
1381251,5.0,9.25,17.75,26.25,B
1381252,5.0,9.25,17.75,26.25,B
1381253,5.0,9.25,17.75,26.25,B
1381254,4.58,8.72,16.71,24.54,B
1381255,5.0,10.0,20.0,30.0,B
1381256,4.75,9.5,19.0,28.5,B
1381257,4.75,9.5,19.0,28.5,B
1381258,4.25,8.5,16.82,24.32,B
1381259,4.25,8.5,16.82,24.32,B
1381260,4.5,9.0,18.0,27.23,B
1381262,3.45,5.57,7.18,7.29,D
1381263,5.31,10.35,20.83,31.15,C
1381264,2.95,5.52,10.6,15.4,A/D
1381265,5.0,10.0,18.24,26.24,B
1381266,4.25,8.25,15.47,22.47,A
1381267,4.25,8.25,15.47,22.47,A
1381268,4.5,6.08,8.58,11.08,B
1381270,4.5,9.0,15.12,18.12,C
1381271,2.25,4.5,6.75,8.75,A
1381272,3.25,4.9,7.4,9.9,A
1381273,2.89,4.14,6.64,9.14,A
1381274,,,,,
1381275,5.5,9.25,16.75,24.25,C
1381276,3.57,7.32,13.39,14.39,C
1381277,3.55,7.3,11.68,12.68,C
1381278,4.5,9.0,17.56,26.06,C
1381279,4.5,9.2,18.7,28.2,B
1381280,4.55,9.3,18.8,28.3,B
1381281,5.0,10.0,20.0,30.0,B
1381284,2.74,5.12,9.74,14.13,A
1381285,4.83,7.44,9.63,10.63,D
1381286,4.76,7.39,9.77,10.77,D
1381287,5.38,10.7,21.04,31.63,B
1381288,5.25,9.18,15.64,21.14,B
1381289,4.25,8.5,16.82,22.32,B
1381290,4.25,8.5,16.82,22.32,B
1381291,4.25,8.5,16.82,22.32,B
1381292,3.5,7.2,15.12,23.35,C
1381293,3.5,7.04,14.68,23.04,C
1381294,2.7,5.41,10.87,16.31,A
1381295,3.99,7.8,15.27,20.22,B
1381296,,,,,
1381297,3.01,4.99,4.99,4.99,D
1381298,5.0,9.88,19.38,29.11,C
1381299,5.0,9.85,14.08,15.08,C
1381300,4.89,8.36,12.7,13.7,C
1381301,3.25,7.1,15.1,22.14,A
1381302,5.0,9.4,17.9,26.4,C
1381307,5.11,9.94,19.23,28.0,C
1381312,6.0,11.0,19.67,24.33,C/D
1381315,6.0,11.0,19.67,24.33,C/D
1381316,6.0,11.0,19.67,24.33,C/D
1381318,4.25,8.43,15.8,22.3,C
1381346,5.02,9.54,18.12,26.68,C/D
1381542,1.06,2.1,4.3,7.71,A/D
1381543,1.17,2.2,4.4,8.52,A/D
1381545,1.38,2.73,5.55,8.5,A
1381546,1.3,2.56,5.05,7.58,A
1381549,1.62,3.1,6.08,10.8,A
1381550,1.33,2.59,5.1,7.86,A
1381551,1.58,3.15,6.72,11.82,A
1381552,1.84,3.83,9.12,15.06,B
1381554,2.12,5.18,11.65,18.9,B
1381556,2.97,6.95,15.03,22.88,B
1381558,1.72,4.13,9.34,15.83,B
1381559,1.74,4.18,9.87,16.37,B
1381561,2.41,5.37,12.0,18.53,B
1381563,1.68,3.61,8.61,14.94,B
1381564,1.42,2.9,6.78,12.74,B
1381567,2.25,5.37,12.16,19.02,C
1381568,2.36,5.82,12.76,19.7,C
1381569,2.99,6.16,12.65,19.4,C/D
1381570,1.64,2.98,5.66,8.52,A
1381571,1.46,2.77,5.37,7.89,A
1381572,1.65,3.6,8.48,14.04,C/D
1381573,1.46,3.06,5.56,8.24,A
1381575,1.92,3.85,8.2,14.2,B
1381576,2.12,4.5,10.02,16.1,B
1381580,3.0,6.26,13.0,20.01,B
1381581,2.64,5.66,12.56,19.21,B
1381582,2.64,5.66,12.56,19.21,B
1381583,1.1,2.19,7.51,15.82,B/D
1381585,2.6,6.18,13.51,20.42,B
1381586,2.6,6.18,13.51,20.42,B
1381587,2.29,6.21,13.9,20.44,B
1381588,1.86,4.06,9.41,15.49,B
1381589,2.33,5.23,11.55,17.83,B
1381591,1.42,2.85,5.77,9.77,A/D
1381592,3.05,6.26,12.68,18.93,B/D
1381598,2.23,5.73,12.74,19.09,B
1381599,1.84,3.6,7.24,11.68,A
1381600,1.88,3.75,7.49,12.91,A
1381601,2.16,4.61,9.46,14.74,A
1381602,2.25,4.67,9.46,15.52,A
1381604,,,,,
1381605,3.42,6.9,13.44,19.24,B/D
1381608,1.81,3.81,8.32,14.35,B
1381610,2.35,5.62,12.34,17.85,B
1381611,1.89,4.29,10.1,16.43,C
1381612,2.64,5.66,12.56,19.21,B
1381616,1.46,2.91,6.24,12.11,A
1381617,1.56,3.07,6.18,8.75,A
1381618,1.5,2.84,5.47,8.16,A
1381619,1.82,3.49,6.82,9.43,A
1381621,1.76,3.38,6.62,10.13,A
1381622,1.71,3.33,6.44,8.97,A
1381624,1.36,2.76,5.75,9.6,A
1381625,2.77,4.5,9.02,13.08,A/D
1381626,1.68,3.21,6.33,9.39,A/D
1381627,2.29,4.58,8.9,13.01,B/D
1381628,3.11,6.03,12.04,16.88,B/D
1381629,1.78,3.55,7.08,11.18,A/D
1381630,,,,,
1381631,4.54,8.79,16.45,19.82,D
1381632,,,,,
1381650,3.07,5.15,5.47,5.47,D
1381651,4.47,8.81,14.55,18.09,A/D
1381694,4.4,8.4,16.43,24.93,C
1381695,4.4,8.4,16.4,24.66,C
1381696,3.56,7.23,12.84,18.34,A
1381697,,,,,
1381698,5.0,10.0,15.2,15.2,D
1381699,4.25,8.5,17.0,25.5,B
1381700,4.25,8.5,17.0,25.5,B
1381701,3.81,6.92,10.58,11.26,C
1381702,4.36,6.39,7.46,8.22,D
1381703,3.75,7.38,14.45,20.0,B
1381704,3.75,7.36,14.45,18.96,B
1381705,3.7,7.2,14.2,19.27,B
1381706,4.5,9.0,17.66,26.16,B
1381707,4.5,9.0,17.66,26.16,B
1381708,5.0,9.25,17.75,26.25,B
1381709,5.0,9.25,17.75,26.25,B
1381710,4.28,8.49,16.61,23.89,B
1381714,4.24,7.98,15.04,22.07,A
1381715,4.24,7.98,15.04,22.07,A
1381716,4.74,7.2,10.2,13.2,B
1381717,2.45,3.95,5.48,6.98,C
1381718,4.5,9.4,19.4,29.4,C
1381719,4.5,8.75,13.17,15.67,C
1381720,4.5,9.0,16.57,19.07,C
1381721,2.25,4.25,8.25,12.25,A
1381722,3.63,5.51,8.11,10.71,A
1381723,2.75,5.5,11.0,16.5,A
1381724,2.25,4.5,6.75,8.75,A
1381725,2.86,4.13,6.68,9.18,A
1381726,3.21,6.03,10.5,14.97,A
1381727,5.5,9.25,16.75,24.25,C
1381728,4.92,9.0,17.67,27.95,D
1381730,4.25,8.47,16.86,25.26,B
1381731,4.31,8.6,17.15,25.7,B
1381732,4.32,8.51,16.97,25.48,B
1381733,4.35,8.7,17.27,25.59,B
1381734,4.29,8.46,16.66,24.86,B
1381736,2.69,5.63,10.79,15.91,A
1381737,2.09,4.2,8.27,11.61,A
1381738,2.63,5.4,10.17,14.03,A
1381739,4.76,7.39,9.77,10.77,D
1381740,5.39,10.78,21.27,31.86,B
1381741,5.38,10.7,21.04,31.63,B
1381742,4.25,8.5,17.0,25.5,B
1381743,4.94,9.47,19.28,29.46,C
1381744,5.25,9.18,15.64,21.14,B
1381745,4.25,8.5,16.82,22.32,B
1381746,2.7,5.41,10.87,16.31,A
1381747,5.49,10.97,21.68,32.16,B
1381748,5.34,10.32,20.29,30.29,B
1381750,5.54,10.54,20.54,30.54,B
1381751,4.25,8.22,15.72,19.98,B
1381752,4.5,8.15,14.65,21.15,C
1381753,,,,,
1381754,3.01,4.99,4.99,4.99,D
1381755,3.45,6.15,6.15,6.15,D
1381756,5.0,9.85,14.08,15.08,C
1381757,4.89,8.36,12.7,13.7,C
1381758,5.05,9.3,15.45,21.45,A
1381759,5.25,9.94,18.44,26.94,C
1381772,4.75,9.71,20.07,30.57,B
1381773,3.81,6.92,10.58,11.26,C
1381774,,,,,
1381777,5.02,9.24,19.08,29.53,C
1381778,4.24,7.98,15.04,22.07,A
1381779,4.24,7.98,15.04,22.07,A
1381780,2.45,3.95,5.48,6.98,C
1381781,4.5,9.4,19.4,29.4,C
1381782,4.5,8.98,14.6,14.7,C
1381783,2.0,4.0,8.0,12.0,A
1381784,2.75,5.5,11.0,16.5,A
1381785,2.87,5.87,11.87,17.87,A
1381786,4.75,9.43,18.12,26.62,B
1381787,4.75,9.43,18.12,26.62,B
1381788,4.75,9.43,18.12,26.62,B
1381789,4.71,9.21,17.9,26.4,B
1381790,4.75,9.43,18.12,26.62,B
1381791,4.28,8.51,16.39,24.11,B
1381792,3.25,6.5,12.58,18.58,A
1381793,2.74,5.48,11.34,17.81,A
1381794,3.25,6.42,12.42,18.42,A
1381795,3.34,6.83,13.38,19.85,A
1381796,5.48,9.78,17.27,24.8,C
1381797,5.5,9.81,17.31,24.81,C
1381798,4.92,9.0,17.67,27.95,D
1381799,1.5,3.0,6.0,9.0,A
1381800,1.64,3.14,6.14,9.14,A
1381801,3.2,6.2,12.2,18.2,A
1381802,4.14,7.95,15.58,23.21,A
1381803,3.22,6.32,12.36,18.36,A
1381804,4.25,8.47,16.86,25.26,B
1381805,4.31,8.6,17.15,25.7,B
1381806,4.32,8.51,16.97,25.48,B
1381807,4.35,8.7,17.27,25.59,B
1381808,4.29,8.46,16.66,24.86,B
1381809,2.69,5.63,10.79,15.91,A
1381810,2.09,4.2,8.27,11.61,A
1381811,,,,,
1381812,5.39,10.78,21.27,31.86,B
1381814,4.25,8.5,17.0,25.5,B
1381815,4.94,9.47,19.28,29.46,C
1381816,4.99,9.95,20.02,30.33,B
1381817,4.83,8.43,18.59,29.01,C
1381820,5.45,10.82,21.61,32.44,B
1381822,5.44,10.88,21.75,32.63,B
1381823,4.5,8.15,14.65,21.15,C
1381824,,,,,
1381825,3.25,6.5,13.0,19.5,A
1381830,5.82,7.38,7.38,7.38,D
1381832,3.79,4.83,4.83,4.83,D
1381833,,,,,
1381834,4.38,8.66,16.03,22.77,B
1381835,4.38,8.57,15.75,22.52,B
1381836,2.87,5.62,9.15,9.73,D
1381837,3.19,6.24,10.57,12.81,D
1381838,2.98,5.88,9.77,10.6,D
1381839,3.31,5.63,8.27,9.47,C
1381840,4.2,8.2,16.2,20.76,A
1381841,4.88,8.96,16.34,20.49,C
1381845,5.15,9.84,18.61,28.43,C
1381849,5.16,10.32,18.34,22.39,C
1381850,,,,,
1381854,4.86,9.03,18.88,28.65,C
1381855,5.07,9.45,18.56,26.57,C
1381856,5.75,10.52,18.52,27.84,C
1381858,5.23,9.56,18.6,28.21,C
1381861,5.46,10.78,21.21,31.41,C
1381862,5.31,10.69,21.23,31.73,B
1381863,2.01,4.19,7.07,9.89,A
1381864,2.16,4.44,10.07,15.64,A
1381865,5.45,10.4,20.21,30.17,B
1381866,5.14,10.3,18.36,25.26,B
1381867,,,,,
1381869,4.04,8.07,16.74,26.44,C
1381871,5.26,9.77,11.29,12.18,D
1381872,5.31,10.78,21.74,32.69,B
1381873,5.39,10.79,21.69,32.54,B
1381874,5.32,10.78,21.38,31.82,B
1381875,5.39,10.78,21.27,31.86,B
1381876,5.34,10.69,21.12,31.66,B
1381878,4.11,8.11,16.78,26.1,C
1381879,5.48,10.92,21.51,31.92,B
1381880,5.46,10.85,21.76,32.61,B
1381881,4.83,9.57,14.68,15.73,C
1381882,4.98,9.06,13.34,15.37,C
1381883,,,,,
1381886,4.38,8.57,15.75,22.52,B
1381887,4.43,8.6,15.18,22.13,B
1381888,3.19,6.24,10.57,12.81,D
1381889,2.98,5.88,9.77,10.6,D
1381890,,,,,
1381892,5.5,11.0,22.0,33.0,B
1381906,5.16,10.32,18.34,22.39,C
1381907,,,,,
1381910,4.86,9.03,18.88,28.65,C
1381913,5.47,9.79,18.8,28.42,C
1381914,5.23,9.56,18.6,28.21,C
1381915,5.23,9.52,18.97,28.57,C
1381916,5.25,9.91,19.57,29.53,C
1381917,4.29,8.64,17.45,26.51,C
1381918,4.29,8.64,17.4,26.46,C
1381920,5.43,10.81,21.51,32.28,B
1381922,5.31,10.69,21.23,31.73,B
1381927,5.45,10.4,20.21,30.17,B
1381928,5.48,10.45,20.31,30.26,B
1381936,5.48,10.89,21.28,31.74,B
1381938,5.26,9.77,11.29,12.18,D
1381939,5.32,10.78,21.38,31.82,B
1381940,5.39,10.78,21.27,31.86,B
1381941,5.34,10.69,21.12,31.66,B
1381943,5.48,10.92,21.51,31.92,B
1381944,5.03,9.37,16.69,24.8,C
1381945,4.67,8.33,15.65,23.76,C
1381946,5.02,9.21,16.37,24.43,C
1381947,,,,,
1381948,4.49,8.62,16.69,23.99,B
1381949,4.33,8.53,16.8,24.38,B
1381950,5.0,8.75,13.05,13.05,D
1381951,2.85,6.09,13.22,17.67,A
1381952,,,,,
1381953,4.38,8.66,16.03,22.77,B
1381954,4.38,8.57,15.75,22.52,B
1381955,4.38,8.63,15.87,22.63,B
1381956,4.43,8.6,15.18,22.13,B
1381957,3.91,7.65,13.96,19.34,B
1381958,3.19,6.24,10.57,12.81,D
1381959,3.26,5.82,8.6,9.3,C
1381960,4.86,8.92,15.03,16.05,C
1381961,4.81,8.83,14.8,15.65,C
1381962,4.88,8.96,16.34,20.49,C
1381966,5.15,9.84,18.61,28.43,C
1381973,5.22,9.46,18.91,29.36,C
1381974,4.86,9.03,18.88,28.65,C
1381975,4.75,8.77,17.71,25.99,C
1381976,5.07,9.45,18.56,26.57,C
1381977,4.92,9.27,19.51,29.26,C
1381978,5.27,10.14,20.46,31.31,B
1381979,5.29,9.75,18.07,25.87,C
1381980,5.23,9.56,18.6,28.21,C
1381981,5.31,10.69,21.23,31.73,B
1381983,4.06,7.97,14.11,15.89,C
1381985,4.89,9.84,17.52,23.77,B
1381986,5.14,10.3,18.36,25.26,B
1381987,4.97,9.38,18.17,28.02,C
1381988,4.01,8.03,16.59,26.09,C
1381989,4.04,8.07,16.74,26.44,C
1381991,5.26,9.77,11.29,12.18,D
1381992,,,,,
1381993,5.39,10.78,21.27,31.86,B
1381994,5.34,10.69,21.12,31.66,B
1381996,5.01,9.83,18.86,27.59,B
1381997,5.5,10.5,19.5,29.5,C
1381998,2.89,4.9,6.8,7.91,D
1381999,5.03,9.37,16.69,24.8,C
1382000,4.83,9.57,14.68,15.73,C
1382001,,,,,
1382005,5.4,10.75,20.9,30.78,B
1382010,5.34,10.69,21.12,31.66,B
1382012,5.48,10.92,21.51,31.92,B
1382013,5.14,10.3,18.36,25.26,B
1382014,4.92,9.26,18.07,28.07,C
1382015,4.04,8.07,16.74,26.44,C
1382017,4.38,8.57,15.75,22.52,B
1382018,4.38,8.63,15.87,22.63,B
1382019,4.43,8.6,15.18,22.13,B
1382021,4.92,9.27,19.51,29.26,C
1382022,5.26,9.77,11.29,12.18,D
1382024,5.29,10.62,21.41,32.26,B
1382025,5.33,10.7,21.52,32.37,B
1382026,4.83,9.57,14.68,15.73,C
1382027,4.76,9.41,14.09,14.47,C
1382029,3.94,6.93,10.62,11.64,D
1382030,3.63,5.85,7.93,9.46,D
1382031,3.41,5.12,5.74,5.84,D
1382033,4.06,7.97,14.11,15.89,C
1382038,3.1,6.33,12.41,14.69,A
1382040,5.48,10.91,21.65,32.42,B
1382041,5.43,10.81,21.51,32.28,B
1382046,5.31,10.69,21.23,31.73,B
1382047,5.44,10.81,21.12,31.46,B
1382060,5.47,9.79,18.8,28.42,C
1382061,5.23,9.56,18.6,28.21,C
1382062,5.25,9.91,19.57,29.53,C
1382063,5.48,10.45,20.31,30.26,B
1382064,4.59,7.75,9.4,11.11,D
1382070,,,,,
1382071,,,,,
1382072,,,,,
1382074,,,,,
1382075,,,,,
1382076,4.38,8.57,15.75,22.52,B
1382077,4.38,8.63,15.87,22.63,B
1382078,4.86,8.92,15.03,16.05,C
1382079,4.81,8.83,14.8,15.65,C
1382082,5.15,9.84,18.61,28.43,C
1382086,,,,,
1382088,5.22,9.46,18.91,29.36,C
1382089,5.29,9.75,18.07,25.87,C
1382090,4.87,8.87,17.33,26.05,C
1382091,5.31,10.69,21.23,31.73,B
1382093,4.06,7.97,14.11,15.89,C
1382095,5.14,10.3,18.36,25.26,B
1382096,4.97,9.38,18.17,28.02,C
1382098,5.26,9.77,11.29,12.18,D
1382100,5.39,10.78,21.27,31.86,B
1382101,5.34,10.69,21.12,31.66,B
1382103,4.11,8.11,16.78,26.1,C
1382104,5.48,10.92,21.51,31.92,B
1382105,,,,,
1382106,4.49,8.62,16.69,23.99,B
1382107,4.33,8.53,16.8,24.38,B
1382108,4.49,8.35,15.3,21.32,B
1382109,4.38,8.57,15.75,22.52,B
1382110,4.43,8.6,15.18,22.13,B
1382111,3.58,6.97,14.42,22.48,D
1382118,5.15,9.84,18.61,28.43,C
1382119,4.08,7.55,12.36,13.25,D
1382120,5.28,8.95,13.84,14.9,D
1382121,3.94,6.93,10.62,11.64,D
1382122,1.93,3.62,6.66,9.71,A
1382127,4.86,9.03,18.88,28.65,C
1382128,3.41,5.12,5.74,5.84,D
1382129,5.42,10.78,21.43,32.15,B
1382130,5.48,10.91,21.65,32.42,B
1382131,5.43,10.81,21.51,32.28,B
1382133,5.31,10.69,21.23,31.73,B
1382134,4.59,7.75,9.4,11.11,D
1382137,5.14,10.3,18.36,25.26,B
1382138,5.19,10.36,18.36,25.37,B
1382139,5.44,10.81,21.12,31.46,B
1382140,4.97,9.38,18.17,28.02,C
1382141,4.92,9.26,18.07,28.07,C
1382142,4.08,8.15,16.97,26.97,C
1382143,5.26,9.77,11.29,12.18,D
1382144,,,,,
1382148,3.96,7.72,14.97,22.37,D
1382149,5.48,10.92,21.51,31.92,B
1382150,,,,,
1382151,4.49,8.62,16.69,23.99,B
1382152,4.33,8.53,16.8,24.38,B
1382153,3.0,7.24,15.65,23.49,B
1382154,5.19,9.26,17.19,26.71,C
1382155,5.47,10.91,21.25,31.25,B
1382156,3.1,6.33,12.41,14.69,A
1382157,4.11,6.99,11.13,11.97,D
1382158,4.18,7.18,11.62,12.38,D
1382159,5.13,10.02,17.42,24.6,B
1382166,5.15,9.84,18.61,28.43,C
1382167,4.08,7.55,12.36,13.25,D
1382170,5.43,10.81,21.51,32.28,B
1382171,5.31,10.69,21.23,31.73,B
1382174,4.4,7.6,10.4,11.58,D
1382181,5.19,10.34,18.41,25.53,B
1382182,5.14,10.3,18.36,25.26,B
1382183,5.19,10.36,18.36,25.37,B
1382184,,,,,
1382185,5.44,10.81,21.12,31.46,B
1382186,4.08,8.15,16.97,26.97,C
1382187,3.48,6.78,12.34,17.5,A
1382188,2.75,5.75,11.75,17.27,C
1382189,5.34,10.7,21.17,31.64,B
1382190,5.43,10.17,18.31,27.94,C
1382191,5.24,9.93,18.13,27.56,C
1382192,3.75,7.32,14.35,21.41,D
1382193,3.96,7.72,14.97,22.37,D
1382194,5.48,10.92,21.51,31.92,B
1382195,,,,,
1382196,4.48,8.64,16.91,24.71,B
1382197,4.49,8.62,16.69,23.99,B
1382198,3.9,6.77,10.76,13.01,C
1382199,,,,,
1382200,4.38,8.57,15.75,22.52,B
1382201,4.38,8.63,15.87,22.63,B
1382202,3.1,6.33,12.41,14.69,A
1382207,4.26,7.77,12.64,13.55,D
1382208,3.94,6.96,10.83,12.22,D
1382209,3.88,6.85,10.62,11.72,D
1382213,5.22,9.46,18.91,29.36,C
1382214,5.29,9.75,18.07,25.87,C
1382215,4.87,8.87,17.33,26.05,C
1382216,5.39,10.49,20.75,31.15,B
1382217,5.31,10.69,21.23,31.73,B
1382218,5.45,10.03,15.33,17.04,B
1382219,4.06,7.96,13.81,14.61,C
1382220,4.27,8.19,12.19,12.66,C
1382222,5.11,10.24,18.31,25.43,B
1382223,5.14,10.3,18.36,25.26,B
1382224,5.25,10.49,18.53,25.54,C
1382225,4.01,6.35,8.4,10.46,B
1382226,,,,,
1382227,5.43,10.2,13.44,14.29,D
